Lambda,Wave_number,eV,Epsilon,Error_Epsilon,Observation,Number_id,Author,Reference_number,Year_publication,Comments
525.0,NULL,NULL,780.00,NULL,NULL,492,AICKIN,1452,1939,NULL
525.0,NULL,NULL,667.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
525.0,NULL,NULL,486.00,NULL,NULL,456,AICKIN,1452,1939,NULL
525.0,NULL,NULL,371.00,NULL,NULL,457,AICKIN,1452,1939,NULL
525.0,NULL,NULL,342.00,NULL,NULL,489,AICKIN,1452,1939,NULL
525.0,NULL,NULL,338.00,NULL,NULL,490,AICKIN,1452,1939,NULL
525.0,NULL,NULL,195.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
525.0,NULL,NULL,14.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
529.2,NULL,NULL,771.00,NULL,NULL,491,AICKIN,1452,1939,NULL
529.2,NULL,NULL,757.00,NULL,NULL,492,AICKIN,1452,1939,NULL
529.2,NULL,NULL,409.00,NULL,NULL,490,AICKIN,1452,1939,NULL
529.2,NULL,NULL,348.00,NULL,NULL,457,AICKIN,1452,1939,NULL
529.2,NULL,NULL,335.00,NULL,NULL,489,AICKIN,1452,1939,NULL
529.2,NULL,NULL,158.00,NULL,NULL,146,AICKIN,1452,1939,"in 1M H2SO4"
529.5,NULL,NULL,428.00,NULL,NULL,456,AICKIN,1452,1939,NULL
530.0,NULL,NULL,4815.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
530.0,NULL,NULL,666.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
530.0,NULL,NULL,17.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
539.0,NULL,NULL,515.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
539.0,NULL,NULL,9.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
540.0,NULL,NULL,33.00,NULL,NULL,86,TAUBE,3617,1957,NULL
540.0,NULL,NULL,12.00,NULL,NULL,146,RAPHAEL,2184,1988,"in 2M HClO4"
542.0,NULL,NULL,479.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
542.0,NULL,NULL,8.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
546.0,NULL,NULL,36.00,NULL,NULL,86,TAUBE,3617,1957,NULL
549.0,NULL,NULL,387.00,NULL,NULL,177,FIELD,5400,1986,NULL
549.0,NULL,NULL,7.00,NULL,NULL,155,FORSTERLING,3017,1990,NULL
550.0,NULL,NULL,430.00,NULL,NULL,86,HART,3614,1983,NULL
550.0,NULL,NULL,387.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
550.0,NULL,NULL,6.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
557.4,NULL,NULL,NULL,NULL,"max. (there's another one)",654,GREENWOOD,882,1984,"pg. 707"
560.0,NULL,NULL,43.00,NULL,NULL,86,TAUBE,3617,1957,NULL
566.0,NULL,NULL,236.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
566.0,NULL,NULL,3.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
570.0,NULL,NULL,1192.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
570.0,NULL,NULL,688.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
570.0,NULL,NULL,80.00,NULL,"Seg. isosb. I2/I3(-) log(epsilon) = 1,9",66,AWTREY,1842,1951,"reading from graph, curves intersect"
570.0,NULL,NULL,80.00,NULL,"Sec. isosb. I2/I3(-) log(epsilon) = 1,9",11,AWTREY,1842,1951,"reading from graph, curves intersect"
574.7,17400,NULL,NULL,NULL,max.,741,"COTTON e WILKINSON",910,1980,"pg. 730"
576.0,NULL,NULL,169.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
576.0,NULL,NULL,2.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
577.0,NULL,NULL,NULL,NULL,isob.,229,BAZSA,5975,1989,NULL
577.0,NULL,NULL,NULL,NULL,isob.,229,BAZSA,5975,1989,NULL
580.0,NULL,NULL,506.00,NULL,NULL,86,HART,3614,1983,NULL
580.0,NULL,NULL,48.00,NULL,NULL,86,TAUBE,3617,1957,NULL
586.0,NULL,NULL,112.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
586.0,NULL,NULL,1.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
588.0,NULL,NULL,512.00,NULL,NULL,86,HART,3614,1983,NULL
590.0,NULL,NULL,51.00,NULL,"max. (± 0,1)",86,HART,3614,1983,NULL
590.0,NULL,NULL,51.00,NULL,max.,86,TAUBE,3617,1957,NULL
600.0,0,NULL,1860.00,NULL,NULL,336,BARAT,3872,1972,"quoting Weeks (1966)"
600.0,NULL,NULL,481.00,NULL,NULL,86,HART,3614,1983,NULL
600.0,NULL,NULL,46.00,NULL,NULL,86,TAUBE,3617,1957,NULL
601.0,NULL,NULL,42.00,NULL,NULL,177,FORSTERLING,974,1978,"taking from the Buxton chart, 741(1968)"
601.0,NULL,NULL,5.00,NULL,NULL,146,FORSTERLING,974,1978,"citing Lamberz's thesis"
601.9,NULL,NULL,NULL,NULL,"max. (there's another one)",654,GREENWOOD,882,1984,"pg. 707"
602.0,NULL,NULL,870.00,NULL,max.,229,FORD-SMITH,5395,1961,NULL
610.0,NULL,NULL,1024.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
610.0,NULL,NULL,197.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
625.0,NULL,NULL,33.00,NULL,NULL,86,TAUBE,3617,1957,NULL
650.0,NULL,NULL,237.00,NULL,NULL,86,HART,3614,1983,NULL
650.0,NULL,NULL,25.00,NULL,NULL,86,TAUBE,3617,1957,NULL
660.0,NULL,NULL,1226.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
660.0,NULL,NULL,303.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
675.0,NULL,NULL,16.00,NULL,NULL,86,TAUBE,3617,1957,NULL
700.0,NULL,NULL,932.00,NULL,NULL,86,HART,3614,1983,NULL
700.0,NULL,NULL,100.00,NULL,NULL,229,BAZSA,5975,1989,"quoting Ford-Smith, ref 5935 (1961)"
700.0,NULL,NULL,10.00,NULL,NULL,228,BAZSA,5975,1989,"quoting Ford-Smith, ref 5935 (1961)"
720.0,NULL,NULL,386.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
720.0,NULL,NULL,18.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
750.0,NULL,NULL,248.00,NULL,NULL,422,BRENSCHEDE,1447,1936,NULL
750.0,NULL,NULL,38.00,NULL,NULL,496,SIGNORELLA,2488,1994,NULL
750.0,NULL,NULL,8.00,NULL,NULL,456,BRENSCHEDE,1447,1936,NULL
800.0,NULL,NULL,143.00,NULL,NULL,86,HART,3614,1983,NULL
900.0,NULL,NULL,0.00,NULL,NULL,86,HART,3614,1983,NULL
